622	1
623	3
621	1
627	1
626	1
630	1
628	1
634	1
633	1
632	2
577	1
578	1
579	2
581	1
582	1
583	1
584	1
585	1
586	1
589	3
590	1
593	2
595	2
594	2
597	2
596	1
601	1
2755	1
603	2
602	2
605	1
604	1
607	1
606	2
687	3
686	2
685	1
682	1
681	1
679	2
675	1
674	1
672	1
703	1
699	1
696	1
694	1
688	1
652	3
655	1
654	1
649	1
648	1
651	2
650	1
645	2
646	2
641	1
643	1
642	1
670	2
664	1
665	1
666	1
667	1
662	1
663	1
657	2
659	1
745	1
751	1
750	1
748	1
738	2
742	1
740	1
762	1
2659	1
763	2
760	2
761	1
766	1
767	1
2660	1
752	2
758	2
759	2
712	1
715	1
716	1
706	1
709	1
711	1
710	1
730	2
731	1
829	1
828	1
805	2
800	1
815	1
808	1
810	1
2957	1
788	1
799	1
796	1
795	1
794	1
793	1
774	1
775	1
772	1
783	1
2965	1
778	1
777	1
883	1
4674	1
882	1
884	1
890	2
864	1
865	1
867	1
868	1
878	1
850	1
849	2
852	1
861	1
833	1
839	1
3039	1
842	1
847	1
845	1
957	1
958	1
948	1
944	1
947	1
4764	1
940	1
936	1
939	1
933	1
934	1
2822	1
927	1
922	1
920	1
921	1
909	1
908	2
901	1
899	1
1017	1
1021	1
1009	1
1003	1
1005	1
1004	1
2941	1
996	1
2943	1
986	1
979	1
977	1
983	2
981	2
968	1
972	1
961	2
965	1
1098	1
1095	1
3279	1
1105	1
1107	1
1129	1
1124	1
1150	1
1148	1
1027	2
1031	1
1051	1
1050	1
3239	1
1075	1
1072	1
1077	1
3244	1
1228	1
1231	1
1230	1
1227	1
1232	1
1234	1
1245	1
1246	1
3143	1
1241	1
1242	1
1262	1
1259	1
1256	1
1271	3
1268	1
1276	1
1275	1
1152	1
3103	1
1160	1
1163	1
1165	1
5567	1
1168	1
1170	2
1171	1
1175	1
1177	1
1195	1
1196	1
3114	1
1206	1
1207	1
1205	1
1210	1
1375	1
1366	1
1356	1
1345	1
1406	1
1400	1
1399	1
1398	1
1391	1
1307	1
1300	1
1295	1
1292	1
1330	1
1314	1
1317	1
1500	1
1498	1
1479	1
1487	1
1526	1
1529	1
10137	1
1431	1
1411	2
3350	1
7194	1
1445	1
1662	1
1651	1
1612	1
1605	1
1621	1
1622	1
1577	1
1568	1
1595	1
1557	1
1738	1
1742	1
1750	1
3636	1
1715	1
1726	1
1667	1
1914	1
4090	1
1884	1
1877	1
1866	1
1852	1
1833	1
1835	1
1824	1
1811	1
1795	1
2032	1
2031	1
1987	1
3922	1
1970	1
1976	1
1957	1
1967	1
1948	1
1930	1
